time_s,distance_m,altitude_m,vx_m_s,vy_m_s,velocity_m_s,rk4_ballistic_acceleration_m_s2,powered_acceleration_demand_m_s2,powered_g_load_earth_g
0.0,0.0,1261.2,115.9,54.08091696916365,127.8966597696186,1.62,2.098918631131553,0.21403013578862845
0.12398629086377144,14.37001111111111,1267.8928404952574,115.9,53.88005917796434,127.81185695005351,1.62,2.1294130118318266,0.21713969722910748
0.24797258172754288,28.74002222222222,1274.5607773779927,115.9,53.67920138676503,127.72731368630939,1.62,2.161314178242113,0.22039271088925505
0.3719588725913143,43.11003333333333,1281.2038106482062,115.9,53.47834359556572,127.64303049412995,1.62,2.1946452723806247,0.22379153659818846
0.49594516345508577,57.48004444444444,1287.8219403058977,115.9,53.27748580436641,127.55900788903332,1.62,2.229426508485425,0.22733823563453628
0.6199314543188572,71.85005555555554,1294.4151663510675,115.9,53.076628013167095,127.47524638630088,1.62,2.2656749105681366,0.23103454396436468
0.7439177451826287,86.22006666666665,1300.9834887837153,115.9,52.875770221967784,127.39174650096582,1.62,2.3034040501674884,0.23488184549948132
0.8679040360464001,100.59007777777776,1307.5269076038412,115.9,52.67491243076847,127.3085087478018,1.62,2.342623785913678,0.23888114554039125
0.9918903269101715,114.96008888888888,1314.0454228114452,115.9,52.47405463956916,127.22553364131153,1.62,2.38334000659826,0.24303304457671684
1.115876617773943,129.3301,1320.5390344065272,115.9,52.27319684836985,127.1428216957152,1.62,2.4255543795192143,0.2473377126255362
1.2398629086377144,143.70011111111108,1327.0077423890875,115.9,52.07233905717054,127.06037342493894,1.62,2.4692641059357845,0.2517948642947168
1.3638491995014859,158.07012222222218,1333.451546759126,115.9,51.87148126597123,126.97818934260326,1.62,2.514461685521505,0.2564037347638088
1.4878354903652573,172.44013333333328,1339.8704475166423,115.9,51.670623474771915,126.8962699620113,1.62,2.5611346917452917,0.26116305687929026
1.6118217812290287,186.81014444444438,1346.2644446616368,115.9,51.469765683572604,126.81461579613712,1.62,2.6092655601386547,0.26607103956383216
1.7358080720928002,201.18015555555547,1352.6335381941094,115.9,51.26890789237329,126.7332273576139,1.62,2.6588313914209136,0.271125347740657
1.8597943629565716,215.55016666666657,1358.9777281140603,115.9,51.06805010117398,126.65210515872216,1.62,2.7098037714528402,0.2763230839739198
1.983780653820343,229.92017777777767,1365.2970144214892,115.9,50.86719230997467,126.57124971137777,1.62,2.7621486099717556,0.28166077202426476
2.1077669446841147,244.29018888888876,1371.5913971163961,115.9,50.66633451877536,126.49066152712005,1.62,2.815826000026944,0.28713434251522635
2.231753235547886,258.66019999999986,1377.8608761987812,115.9,50.465476727576046,126.41034111709975,1.62,2.870790099982904,0.29273912090090953
2.355739526411657,273.030211111111,1384.1054516686443,115.9,50.264618936376735,126.330288992067,1.62,2.9269890398889777,0.2984698179183491
2.479725817275429,287.4002222222221,1390.3251235259856,115.9,50.06376114517742,126.25050566235915,1.62,2.984364853927106,0.3043205226990977
2.6037121081392005,301.77023333333324,1396.519891770805,115.9,49.86290335397811,126.17099163788863,1.62,3.042853440544719,0.31028469870391207
2.7276983990029717,316.14024444444436,1402.6897564031026,115.9,49.6620455627788,126.09174742813076,1.62,3.1023845517573267,0.31635518263192086
2.851684689866743,330.5102555555555,1408.8347174228782,115.9,49.46118777157949,126.01277354211138,1.62,3.1628818129653795,0.3225241864413821
